,year,quarter,health_authority,hospital,procedure,waiting,completed,wait_time_50,wait_time_90,Y_Q
100559,2021,Q3,Fraser,Langley Memorial Hospital,All Other Procedures,5,13,2.1,23.9,21_Q3
100561,2021,Q3,Fraser,Langley Memorial Hospital,Appendectomy,3,8,4.9,9.4,21_Q3
100562,2021,Q3,Fraser,Langley Memorial Hospital,Bladder Surgery,21,47,3.0,7.1,21_Q3
100563,2021,Q3,Fraser,Langley Memorial Hospital,Bowel Resection,11,23,2.1,7.5,21_Q3
100564,2021,Q3,Fraser,Langley Memorial Hospital,Cataract Surgery,337,501,5.6,18.9,21_Q3
100565,2021,Q3,Fraser,Langley Memorial Hospital,Cholecystectomy,14,58,2.5,8.0,21_Q3
100566,2021,Q3,Fraser,Langley Memorial Hospital,Colostomy/Ileostomy,3,12,5.4,10.7,21_Q3
100567,2021,Q3,Fraser,Langley Memorial Hospital,Cyst/Ganglion Removal,3,8,4.2,8.0,21_Q3
100568,2021,Q3,Fraser,Langley Memorial Hospital,D&C and Related Surgery,16,38,3.4,19.0,21_Q3
100569,2021,Q3,Fraser,Langley Memorial Hospital,Dental Surgery,33,29,23.7,27.1,21_Q3
100570,2021,Q3,Fraser,Langley Memorial Hospital,Excision Lesion/Tumour,9,8,2.2,12.2,21_Q3
100571,2021,Q3,Fraser,Langley Memorial Hospital,Facial Bone Reconstruction,10,6,10.5,17.9,21_Q3
100572,2021,Q3,Fraser,Langley Memorial Hospital,Fallopian Tube/Ovarian Surgery,12,23,5.7,15.8,21_Q3
100573,2021,Q3,Fraser,Langley Memorial Hospital,Hernia Repair - Abdominal,84,101,4.1,20.7,21_Q3
100574,2021,Q3,Fraser,Langley Memorial Hospital,Hip Replacement,92,47,11.4,25.1,21_Q3
100575,2021,Q3,Fraser,Langley Memorial Hospital,Kidney/Bladder Stone Removal,3,5,2.6,6.3,21_Q3
100576,2021,Q3,Fraser,Langley Memorial Hospital,Knee - ACL Repair,22,12,10.3,19.7,21_Q3
100577,2021,Q3,Fraser,Langley Memorial Hospital,Knee - Meniscectomy,28,44,11.7,31.2,21_Q3
100578,2021,Q3,Fraser,Langley Memorial Hospital,Knee Arthroscopy,26,10,7.9,14.9,21_Q3
100579,2021,Q3,Fraser,Langley Memorial Hospital,Knee Replacement,191,109,13.9,24.8,21_Q3
100580,2021,Q3,Fraser,Langley Memorial Hospital,Laparoscopy,3,7,5.9,11.0,21_Q3
100581,2021,Q3,Fraser,Langley Memorial Hospital,Nasal Surgery,3,16,2.0,2.2,21_Q3
100582,2021,Q3,Fraser,Langley Memorial Hospital,Other Joint Reconstruction,15,7,15.0,23.1,21_Q3
100583,2021,Q3,Fraser,Langley Memorial Hospital,Other Orthopaedic Surgery,8,9,3.6,12.4,21_Q3
100584,2021,Q3,Fraser,Langley Memorial Hospital,Other Urology Surgery,34,62,3.1,11.6,21_Q3
100585,2021,Q3,Fraser,Langley Memorial Hospital,Prostate Surgery,12,24,3.0,10.1,21_Q3
100586,2021,Q3,Fraser,Langley Memorial Hospital,Rectal Surgery,5,8,7.3,24.9,21_Q3
100587,2021,Q3,Fraser,Langley Memorial Hospital,Shoulder Surgery,69,30,15.9,19.2,21_Q3
100588,2021,Q3,Fraser,Langley Memorial Hospital,Skin Tumour Removal,12,21,2.3,15.0,21_Q3
100589,2021,Q3,Fraser,Langley Memorial Hospital,Tonsillectomy/Adenoidectomy,3,6,2.2,2.3,21_Q3
100590,2021,Q3,Fraser,Langley Memorial Hospital,Uterine Surgery,85,86,15.6,38.1,21_Q3
100591,2021,Q3,Fraser,Langley Memorial Hospital,Wound/Laceration Care,3,9,2.0,15.4,21_Q3
100592,2021,Q3,Fraser,Pattison Outpatient Centre,All Other Procedures,138,112,2.3,32.8,21_Q3
100594,2021,Q3,Fraser,Pattison Outpatient Centre,Biopsy in OR,3,10,1.5,4.3,21_Q3
100595,2021,Q3,Fraser,Pattison Outpatient Centre,Bladder Surgery,57,45,4.3,17.3,21_Q3
100596,2021,Q3,Fraser,Pattison Outpatient Centre,Breast Reconstruction,83,30,11.4,32.4,21_Q3
100597,2021,Q3,Fraser,Pattison Outpatient Centre,Breast Reduction,180,72,18.7,54.0,21_Q3
100598,2021,Q3,Fraser,Pattison Outpatient Centre,Cholecystectomy,71,119,4.7,13.4,21_Q3
100599,2021,Q3,Fraser,Pattison Outpatient Centre,Cyst/Ganglion Removal,9,5,17.3,18.6,21_Q3
100600,2021,Q3,Fraser,Pattison Outpatient Centre,D&C and Related Surgery,117,75,3.0,30.8,21_Q3
100601,2021,Q3,Fraser,Pattison Outpatient Centre,Excision Lesion/Tumour,14,13,7.7,17.8,21_Q3
100602,2021,Q3,Fraser,Pattison Outpatient Centre,Fallopian Tube/Ovarian Surgery,75,39,17.6,29.0,21_Q3
100603,2021,Q3,Fraser,Pattison Outpatient Centre,Fistula Repair - Non Vascular,18,16,4.3,10.2,21_Q3
100604,2021,Q3,Fraser,Pattison Outpatient Centre,Foot/Ankle Surgery,5,8,3.4,27.6,21_Q3
100605,2021,Q3,Fraser,Pattison Outpatient Centre,Fracture Repair,3,7,0.7,1.7,21_Q3
100606,2021,Q3,Fraser,Pattison Outpatient Centre,Hernia Repair - Abdominal,131,120,6.8,26.8,21_Q3
100607,2021,Q3,Fraser,Pattison Outpatient Centre,Kidney/Bladder Stone Removal,115,103,10.0,18.0,21_Q3
100608,2021,Q3,Fraser,Pattison Outpatient Centre,Knee - ACL Repair,46,12,8.3,74.9,21_Q3
100609,2021,Q3,Fraser,Pattison Outpatient Centre,Knee - Meniscectomy,24,11,9.9,28.6,21_Q3
100610,2021,Q3,Fraser,Pattison Outpatient Centre,Knee Arthroscopy,64,13,23.7,60.1,21_Q3
100611,2021,Q3,Fraser,Pattison Outpatient Centre,Laparoscopy,8,12,4.4,15.9,21_Q3
100612,2021,Q3,Fraser,Pattison Outpatient Centre,Lens & Vitreous (non-cataract) Surgery,35,64,13.1,35.3,21_Q3
100613,2021,Q3,Fraser,Pattison Outpatient Centre,Male Reproductive Surgery,5,13,5.6,11.4,21_Q3
100614,2021,Q3,Fraser,Pattison Outpatient Centre,Mastectomy,53,148,2.9,8.6,21_Q3
100615,2021,Q3,Fraser,Pattison Outpatient Centre,Nasal Surgery,226,81,26.6,91.6,21_Q3
100616,2021,Q3,Fraser,Pattison Outpatient Centre,Other Eye Surgery,9,20,3.1,4.0,21_Q3
100617,2021,Q3,Fraser,Pattison Outpatient Centre,Other Joint Reconstruction,23,10,12.1,28.9,21_Q3
100618,2021,Q3,Fraser,Pattison Outpatient Centre,Other Orthopaedic Surgery,88,38,11.9,63.2,21_Q3
100619,2021,Q3,Fraser,Pattison Outpatient Centre,Other Urology Surgery,20,30,3.9,12.9,21_Q3
100620,2021,Q3,Fraser,Pattison Outpatient Centre,Parotidectomy,6,9,7.7,15.9,21_Q3
100621,2021,Q3,Fraser,Pattison Outpatient Centre,Prostate Surgery,6,15,3.0,9.4,21_Q3
100622,2021,Q3,Fraser,Pattison Outpatient Centre,Rectal Surgery,32,14,5.3,37.9,21_Q3
100623,2021,Q3,Fraser,Pattison Outpatient Centre,Shoulder Surgery,137,16,8.7,43.8,21_Q3
100624,2021,Q3,Fraser,Pattison Outpatient Centre,Sinus Surgery,104,48,26.3,90.9,21_Q3
100625,2021,Q3,Fraser,Pattison Outpatient Centre,Skin Surgery,35,11,33.9,51.9,21_Q3
100626,2021,Q3,Fraser,Pattison Outpatient Centre,Skin Tumour Removal,28,59,2.4,13.3,21_Q3
100627,2021,Q3,Fraser,Pattison Outpatient Centre,Thyroidectomy,22,8,6.1,13.0,21_Q3
100628,2021,Q3,Fraser,Pattison Outpatient Centre,Tonsillectomy/Adenoidectomy,84,17,57.1,98.3,21_Q3
100629,2021,Q3,Fraser,Pattison Outpatient Centre,Tympanoplasty,278,21,82.7,98.7,21_Q3
100630,2021,Q3,Fraser,Pattison Outpatient Centre,Uterine Surgery,14,8,1.8,21.9,21_Q3
100631,2021,Q3,Fraser,Pattison Outpatient Centre,Vaginal Repair,88,32,12.2,33.6,21_Q3
100632,2021,Q3,Fraser,Pattison Outpatient Centre,Vascular Surgery - Other,3,20,2.0,3.2,21_Q3
100633,2021,Q3,Fraser,Pattison Outpatient Centre,Wound/Laceration Care,24,12,6.4,16.0,21_Q3
100635,2021,Q3,Fraser,Peace Arch Hospital,Bladder Surgery,18,42,3.1,9.9,21_Q3
100636,2021,Q3,Fraser,Peace Arch Hospital,Bowel Resection,10,14,2.3,4.1,21_Q3
100637,2021,Q3,Fraser,Peace Arch Hospital,Breast Reconstruction,3,7,19.3,39.0,21_Q3
100638,2021,Q3,Fraser,Peace Arch Hospital,Cataract Surgery,304,274,6.9,22.7,21_Q3
100639,2021,Q3,Fraser,Peace Arch Hospital,Cholecystectomy,36,41,4.6,9.9,21_Q3
100640,2021,Q3,Fraser,Peace Arch Hospital,D&C and Related Surgery,25,37,4.7,7.5,21_Q3
100641,2021,Q3,Fraser,Peace Arch Hospital,Examination Under Anaesthetic,3,6,2.2,9.1,21_Q3
100642,2021,Q3,Fraser,Peace Arch Hospital,Facial Bone Reconstruction,10,9,8.0,11.0,21_Q3
100643,2021,Q3,Fraser,Peace Arch Hospital,Fallopian Tube/Ovarian Surgery,17,17,4.3,10.9,21_Q3
100644,2021,Q3,Fraser,Peace Arch Hospital,Hernia Repair - Abdominal,109,125,9.3,20.0,21_Q3
100645,2021,Q3,Fraser,Peace Arch Hospital,Hip Replacement,62,25,19.0,36.1,21_Q3
100646,2021,Q3,Fraser,Peace Arch Hospital,Knee Replacement,163,44,26.4,48.0,21_Q3
100647,2021,Q3,Fraser,Peace Arch Hospital,Male Reproductive Surgery,3,8,3.5,8.1,21_Q3
100648,2021,Q3,Fraser,Peace Arch Hospital,Mastectomy,3,9,1.6,6.2,21_Q3
100649,2021,Q3,Fraser,Peace Arch Hospital,Nasal Surgery,46,22,12.1,18.5,21_Q3
100650,2021,Q3,Fraser,Peace Arch Hospital,Other Eye Surgery,7,6,3.3,18.2,21_Q3
100651,2021,Q3,Fraser,Peace Arch Hospital,Other Orthopaedic Surgery,17,14,6.5,47.3,21_Q3
100652,2021,Q3,Fraser,Peace Arch Hospital,Other Urology Surgery,16,28,3.1,13.3,21_Q3
100653,2021,Q3,Fraser,Peace Arch Hospital,Prostate Surgery,26,34,4.7,21.8,21_Q3
100654,2021,Q3,Fraser,Peace Arch Hospital,Rectal Surgery,7,5,4.9,14.6,21_Q3
100655,2021,Q3,Fraser,Peace Arch Hospital,Shoulder Surgery,19,9,20.0,23.8,21_Q3
100656,2021,Q3,Fraser,Peace Arch Hospital,Skin Tumour Removal,6,23,2.0,11.7,21_Q3
100657,2021,Q3,Fraser,Peace Arch Hospital,Uterine Surgery,78,92,16.9,32.3,21_Q3
100658,2021,Q3,Fraser,Peace Arch Hospital,Wound/Laceration Care,18,16,6.0,12.1,21_Q3
100659,2021,Q3,Fraser,Ridge Meadows Hospital,All Other Procedures,3,12,3.4,8.1,21_Q3
100661,2021,Q3,Fraser,Ridge Meadows Hospital,Bladder Surgery,10,23,3.0,7.7,21_Q3
100662,2021,Q3,Fraser,Ridge Meadows Hospital,Bowel Resection,3,13,2.1,11.4,21_Q3
100663,2021,Q3,Fraser,Ridge Meadows Hospital,Breast Biopsy,3,19,2.3,4.3,21_Q3
100664,2021,Q3,Fraser,Ridge Meadows Hospital,Cataract Surgery,1224,1583,5.4,22.1,21_Q3
100665,2021,Q3,Fraser,Ridge Meadows Hospital,Cholecystectomy,28,33,2.3,9.0,21_Q3
100666,2021,Q3,Fraser,Ridge Meadows Hospital,D&C and Related Surgery,23,58,3.7,6.8,21_Q3
100667,2021,Q3,Fraser,Ridge Meadows Hospital,Dental Surgery,75,46,7.4,27.1,21_Q3
100668,2021,Q3,Fraser,Ridge Meadows Hospital,Excision Lesion/Tumour,3,6,3.6,10.1,21_Q3
100669,2021,Q3,Fraser,Ridge Meadows Hospital,Fallopian Tube/Ovarian Surgery,17,16,4.7,11.9,21_Q3
100670,2021,Q3,Fraser,Ridge Meadows Hospital,Fracture Repair,3,5,0.3,1.0,21_Q3
100671,2021,Q3,Fraser,Ridge Meadows Hospital,Hand/Wrist Surgery,14,19,3.6,19.1,21_Q3
100672,2021,Q3,Fraser,Ridge Meadows Hospital,Hernia Repair - Abdominal,85,79,4.6,22.6,21_Q3
100673,2021,Q3,Fraser,Ridge Meadows Hospital,Hip Replacement,25,12,15.1,21.4,21_Q3
100674,2021,Q3,Fraser,Ridge Meadows Hospital,Knee - Meniscectomy,3,15,4.4,13.0,21_Q3
100675,2021,Q3,Fraser,Ridge Meadows Hospital,Knee Replacement,87,32,15.5,20.7,21_Q3
100676,2021,Q3,Fraser,Ridge Meadows Hospital,Male Reproductive Surgery,3,12,4.9,35.7,21_Q3
100677,2021,Q3,Fraser,Ridge Meadows Hospital,Mastectomy,3,6,1.6,18.2,21_Q3
100678,2021,Q3,Fraser,Ridge Meadows Hospital,Other Orthopaedic Surgery,14,23,4.3,17.3,21_Q3
100679,2021,Q3,Fraser,Ridge Meadows Hospital,Other Urology Surgery,17,15,2.1,6.5,21_Q3
100680,2021,Q3,Fraser,Ridge Meadows Hospital,Prostate Surgery,20,21,3.1,6.0,21_Q3
100681,2021,Q3,Fraser,Ridge Meadows Hospital,Shoulder Surgery,15,18,3.7,20.1,21_Q3
100682,2021,Q3,Fraser,Ridge Meadows Hospital,Skin Tumour Removal,17,14,4.1,20.5,21_Q3
100683,2021,Q3,Fraser,Ridge Meadows Hospital,Uterine Surgery,36,44,6.9,11.3,21_Q3
100684,2021,Q3,Fraser,Ridge Meadows Hospital,Wound/Laceration Care,10,8,2.9,17.9,21_Q3
100685,2021,Q3,Fraser,Royal Columbian Hospital,All Other Procedures,9,34,2.6,13.7,21_Q3
100687,2021,Q3,Fraser,Royal Columbian Hospital,Bladder Surgery,13,33,1.7,2.9,21_Q3
100688,2021,Q3,Fraser,Royal Columbian Hospital,Bowel Resection,15,16,4.4,12.6,21_Q3
100689,2021,Q3,Fraser,Royal Columbian Hospital,Breast Biopsy,20,62,2.1,7.7,21_Q3
100690,2021,Q3,Fraser,Royal Columbian Hospital,Breast Reconstruction,3,8,6.3,13.9,21_Q3
100691,2021,Q3,Fraser,Royal Columbian Hospital,Breast Reduction,3,9,4.7,26.0,21_Q3
100692,2021,Q3,Fraser,Royal Columbian Hospital,Cholecystectomy,14,6,3.9,14.0,21_Q3
100693,2021,Q3,Fraser,Royal Columbian Hospital,Cranial Surgery,3,22,2.1,5.5,21_Q3
100694,2021,Q3,Fraser,Royal Columbian Hospital,D&C and Related Surgery,3,11,0.6,1.9,21_Q3
100695,2021,Q3,Fraser,Royal Columbian Hospital,Examination Under Anaesthetic,3,7,0.3,10.1,21_Q3
100696,2021,Q3,Fraser,Royal Columbian Hospital,Excision Lesion/Tumour,12,18,5.2,7.8,21_Q3
100697,2021,Q3,Fraser,Royal Columbian Hospital,Foot/Ankle Surgery,3,5,18.3,40.5,21_Q3
100698,2021,Q3,Fraser,Royal Columbian Hospital,Fracture Repair,17,46,0.8,1.8,21_Q3
100699,2021,Q3,Fraser,Royal Columbian Hospital,Hernia Repair - Abdominal,39,38,4.5,15.3,21_Q3
100700,2021,Q3,Fraser,Royal Columbian Hospital,Knee - ACL Repair,13,15,6.1,31.5,21_Q3
100701,2021,Q3,Fraser,Royal Columbian Hospital,Knee - Meniscectomy,3,5,4.3,8.5,21_Q3
100702,2021,Q3,Fraser,Royal Columbian Hospital,Knee Arthroscopy,7,13,4.9,16.2,21_Q3
100703,2021,Q3,Fraser,Royal Columbian Hospital,Laparoscopy,3,6,2.6,6.4,21_Q3
100704,2021,Q3,Fraser,Royal Columbian Hospital,Mastectomy,13,25,2.1,5.1,21_Q3
100705,2021,Q3,Fraser,Royal Columbian Hospital,Nerve Surgery,3,12,1.2,2.0,21_Q3
100706,2021,Q3,Fraser,Royal Columbian Hospital,Other Orthopaedic Surgery,38,25,5.9,27.8,21_Q3
100707,2021,Q3,Fraser,Royal Columbian Hospital,Other Urology Surgery,6,21,1.9,6.0,21_Q3
100708,2021,Q3,Fraser,Royal Columbian Hospital,Prostate Surgery,5,14,1.9,4.5,21_Q3
100709,2021,Q3,Fraser,Royal Columbian Hospital,Shoulder Surgery,8,25,3.0,18.6,21_Q3
100710,2021,Q3,Fraser,Royal Columbian Hospital,Skin Tumour Removal,8,7,4.6,11.0,21_Q3
100711,2021,Q3,Fraser,Royal Columbian Hospital,Tendon Surgery,6,13,0.7,1.3,21_Q3
100712,2021,Q3,Fraser,Royal Columbian Hospital,Uterine Surgery,62,113,2.1,2.1,21_Q3
100713,2021,Q3,Fraser,Royal Columbian Hospital,Varicose Veins Ligation/Stripping,9,8,3.1,3.5,21_Q3
100714,2021,Q3,Fraser,Royal Columbian Hospital,Wound/Laceration Care,9,25,1.6,4.3,21_Q3
100715,2021,Q3,Fraser,Surrey Memorial Hospital,All Other Procedures,55,62,2.9,70.3,21_Q3
100717,2021,Q3,Fraser,Surrey Memorial Hospital,Biopsy in OR,5,15,1.6,2.8,21_Q3
100718,2021,Q3,Fraser,Surrey Memorial Hospital,Bladder Surgery,24,48,2.2,5.3,21_Q3
100719,2021,Q3,Fraser,Surrey Memorial Hospital,Bowel Resection,24,32,3.6,22.1,21_Q3
100720,2021,Q3,Fraser,Surrey Memorial Hospital,Breast Reconstruction,12,8,21.5,58.6,21_Q3
100721,2021,Q3,Fraser,Surrey Memorial Hospital,Breast Reduction,22,7,43.3,77.7,21_Q3
100722,2021,Q3,Fraser,Surrey Memorial Hospital,Cataract Surgery,2445,1110,11.9,46.9,21_Q3
100723,2021,Q3,Fraser,Surrey Memorial Hospital,Cholecystectomy,11,31,1.9,11.0,21_Q3
100724,2021,Q3,Fraser,Surrey Memorial Hospital,Colostomy/Ileostomy,12,6,1.6,3.7,21_Q3
100725,2021,Q3,Fraser,Surrey Memorial Hospital,D&C and Related Surgery,32,20,3.8,10.9,21_Q3
100726,2021,Q3,Fraser,Surrey Memorial Hospital,Dental Surgery,91,33,22.0,38.8,21_Q3
100727,2021,Q3,Fraser,Surrey Memorial Hospital,Esophagectomy,3,8,1.6,2.6,21_Q3
100728,2021,Q3,Fraser,Surrey Memorial Hospital,Examination Under Anaesthetic,31,10,39.5,73.2,21_Q3
100729,2021,Q3,Fraser,Surrey Memorial Hospital,Excision Lesion/Tumour,13,16,2.1,8.2,21_Q3
100730,2021,Q3,Fraser,Surrey Memorial Hospital,Facial Bone Reconstruction,28,13,3.6,20.7,21_Q3
100731,2021,Q3,Fraser,Surrey Memorial Hospital,Fallopian Tube/Ovarian Surgery,31,22,4.1,40.8,21_Q3
100732,2021,Q3,Fraser,Surrey Memorial Hospital,Fracture Repair,6,5,0.7,1.5,21_Q3
100733,2021,Q3,Fraser,Surrey Memorial Hospital,Hernia Repair - Abdominal,48,35,2.4,34.4,21_Q3
100734,2021,Q3,Fraser,Surrey Memorial Hospital,Hernia Repair - Hiatal,53,40,2.0,40.8,21_Q3
100735,2021,Q3,Fraser,Surrey Memorial Hospital,Hip Replacement,231,93,31.0,64.6,21_Q3
100736,2021,Q3,Fraser,Surrey Memorial Hospital,Kidney/Bladder Stone Removal,3,7,2.3,4.1,21_Q3
100737,2021,Q3,Fraser,Surrey Memorial Hospital,Knee - ACL Repair,15,6,31.1,76.4,21_Q3
100738,2021,Q3,Fraser,Surrey Memorial Hospital,Knee - Meniscectomy,46,8,33.4,69.4,21_Q3
100739,2021,Q3,Fraser,Surrey Memorial Hospital,Knee Replacement,950,220,31.1,71.0,21_Q3
100740,2021,Q3,Fraser,Surrey Memorial Hospital,Laparoscopy,3,6,1.0,5.1,21_Q3
100741,2021,Q3,Fraser,Surrey Memorial Hospital,Laparotomy,8,6,3.6,6.1,21_Q3
100742,2021,Q3,Fraser,Surrey Memorial Hospital,Lens & Vitreous (non-cataract) Surgery,257,210,8.0,23.6,21_Q3
100743,2021,Q3,Fraser,Surrey Memorial Hospital,Lung Surgery,10,45,1.9,6.7,21_Q3
100744,2021,Q3,Fraser,Surrey Memorial Hospital,Male Reproductive Surgery,41,23,7.4,26.6,21_Q3
100745,2021,Q3,Fraser,Surrey Memorial Hospital,Mastectomy,3,10,2.9,8.6,21_Q3
100746,2021,Q3,Fraser,Surrey Memorial Hospital,Myringotomy,57,20,3.0,14.1,21_Q3
100747,2021,Q3,Fraser,Surrey Memorial Hospital,Nasal Surgery,46,21,39.6,183.0,21_Q3
100748,2021,Q3,Fraser,Surrey Memorial Hospital,Oral Cavity & Pharynx Surgery,9,8,26.3,54.4,21_Q3
100749,2021,Q3,Fraser,Surrey Memorial Hospital,Other Ear Surgery,11,12,8.7,50.7,21_Q3
100750,2021,Q3,Fraser,Surrey Memorial Hospital,Other Eye Surgery,123,64,2.1,12.6,21_Q3
100751,2021,Q3,Fraser,Surrey Memorial Hospital,Other Joint Reconstruction,19,15,18.6,68.6,21_Q3
100752,2021,Q3,Fraser,Surrey Memorial Hospital,Other Orthopaedic Surgery,22,23,14.1,73.3,21_Q3
100753,2021,Q3,Fraser,Surrey Memorial Hospital,Other Urology Surgery,35,63,2.6,7.5,21_Q3
100754,2021,Q3,Fraser,Surrey Memorial Hospital,Parotidectomy,10,9,55.0,67.6,21_Q3
100755,2021,Q3,Fraser,Surrey Memorial Hospital,Prostate Surgery,32,84,2.7,12.3,21_Q3
100756,2021,Q3,Fraser,Surrey Memorial Hospital,Rectal Surgery,8,7,1.4,12.3,21_Q3
100757,2021,Q3,Fraser,Surrey Memorial Hospital,Scope of Chest,3,18,1.4,3.0,21_Q3
100758,2021,Q3,Fraser,Surrey Memorial Hospital,Shoulder Surgery,131,12,44.5,69.0,21_Q3
100759,2021,Q3,Fraser,Surrey Memorial Hospital,Sinus Surgery,24,7,68.9,171.6,21_Q3
100760,2021,Q3,Fraser,Surrey Memorial Hospital,Skin Surgery,10,10,1.8,7.3,21_Q3
100761,2021,Q3,Fraser,Surrey Memorial Hospital,Skin Tumour Removal,14,24,2.0,19.4,21_Q3
100762,2021,Q3,Fraser,Surrey Memorial Hospital,Spinal/Back Surgery,188,37,25.9,118.3,21_Q3
100763,2021,Q3,Fraser,Surrey Memorial Hospital,Thyroidectomy,52,14,2.2,70.7,21_Q3
100764,2021,Q3,Fraser,Surrey Memorial Hospital,Tonsillectomy/Adenoidectomy,108,50,4.5,27.5,21_Q3
100765,2021,Q3,Fraser,Surrey Memorial Hospital,Uterine Surgery,370,313,8.4,41.2,21_Q3
100766,2021,Q3,Fraser,Surrey Memorial Hospital,Vaginal Repair,34,9,11.7,42.9,21_Q3
100842,2021,Q3,Interior,Cariboo Memorial Hospital,All Other Procedures,6,37,1.0,4.5,21_Q3
100844,2021,Q3,Interior,Cariboo Memorial Hospital,Biopsy in OR,3,10,0.9,2.6,21_Q3
100845,2021,Q3,Interior,Cariboo Memorial Hospital,Cataract Surgery,60,218,2.3,2.9,21_Q3
100846,2021,Q3,Interior,Cariboo Memorial Hospital,Cholecystectomy,3,12,2.5,3.8,21_Q3
100847,2021,Q3,Interior,Cariboo Memorial Hospital,Cone Biopsy,3,7,4.1,5.2,21_Q3
100848,2021,Q3,Interior,Cariboo Memorial Hospital,D&C and Related Surgery,8,35,1.4,4.2,21_Q3
100849,2021,Q3,Interior,Cariboo Memorial Hospital,Dental Surgery,7,16,1.6,3.1,21_Q3
100850,2021,Q3,Interior,Cariboo Memorial Hospital,Excision Lesion/Tumour,3,11,1.7,6.6,21_Q3
100851,2021,Q3,Interior,Cariboo Memorial Hospital,Fallopian Tube/Ovarian Surgery,5,12,3.6,10.1,21_Q3
100852,2021,Q3,Interior,Cariboo Memorial Hospital,Hernia Repair - Abdominal,10,37,2.7,4.4,21_Q3
100853,2021,Q3,Interior,Cariboo Memorial Hospital,Mastectomy,6,5,1.0,2.9,21_Q3
100854,2021,Q3,Interior,Cariboo Memorial Hospital,Other Urology Surgery,27,27,1.6,3.7,21_Q3
100855,2021,Q3,Interior,Cariboo Memorial Hospital,Uterine Surgery,18,32,3.6,6.6,21_Q3
100856,2021,Q3,Interior,Cariboo Memorial Hospital,Vaginal Repair,3,6,4.4,6.6,21_Q3
100858,2021,Q3,Interior,Creston Valley Hospital,Dental Surgery,12,16,1.8,8.8,21_Q3
100859,2021,Q3,Interior,Creston Valley Hospital,Skin Tumour Removal,3,6,2.0,5.5,21_Q3
100860,2021,Q3,Interior,East Kootenay Regional Hospital,All Other Procedures,16,16,4.9,18.4,21_Q3
100862,2021,Q3,Interior,East Kootenay Regional Hospital,Biopsy in OR,10,13,7.0,15.2,21_Q3
100863,2021,Q3,Interior,East Kootenay Regional Hospital,Bladder Surgery,3,19,1.9,4.7,21_Q3
100864,2021,Q3,Interior,East Kootenay Regional Hospital,Bowel Resection,7,15,4.3,8.3,21_Q3
100865,2021,Q3,Interior,East Kootenay Regional Hospital,Cataract Surgery,100,188,2.0,4.5,21_Q3
100866,2021,Q3,Interior,East Kootenay Regional Hospital,Cholecystectomy,16,27,7.4,23.3,21_Q3
100867,2021,Q3,Interior,East Kootenay Regional Hospital,Cyst/Ganglion Removal,6,6,6.1,8.4,21_Q3
100868,2021,Q3,Interior,East Kootenay Regional Hospital,D&C and Related Surgery,9,10,9.0,15.1,21_Q3
100869,2021,Q3,Interior,East Kootenay Regional Hospital,Examination Under Anaesthetic,3,5,2.0,6.1,21_Q3
100870,2021,Q3,Interior,East Kootenay Regional Hospital,Excision Lesion/Tumour,17,21,6.0,16.6,21_Q3
100871,2021,Q3,Interior,East Kootenay Regional Hospital,Fallopian Tube/Ovarian Surgery,13,12,4.6,31.4,21_Q3
100872,2021,Q3,Interior,East Kootenay Regional Hospital,Hand/Wrist Surgery,21,9,5.4,14.6,21_Q3
100873,2021,Q3,Interior,East Kootenay Regional Hospital,Hernia Repair - Abdominal,63,48,9.2,22.5,21_Q3
100874,2021,Q3,Interior,East Kootenay Regional Hospital,Hip Replacement,69,18,24.4,74.5,21_Q3
100875,2021,Q3,Interior,East Kootenay Regional Hospital,Kidney/Bladder Stone Removal,3,14,2.3,4.1,21_Q3
100876,2021,Q3,Interior,East Kootenay Regional Hospital,Knee - ACL Repair,3,5,4.6,8.9,21_Q3
100877,2021,Q3,Interior,East Kootenay Regional Hospital,Knee - Meniscectomy,22,27,4.0,13.6,21_Q3
100878,2021,Q3,Interior,East Kootenay Regional Hospital,Knee Replacement,189,60,25.4,78.9,21_Q3
100879,2021,Q3,Interior,East Kootenay Regional Hospital,Mastectomy,10,21,3.6,8.9,21_Q3
100880,2021,Q3,Interior,East Kootenay Regional Hospital,Myringotomy,8,7,8.3,19.4,21_Q3
100881,2021,Q3,Interior,East Kootenay Regional Hospital,Nasal Surgery,36,20,14.3,25.9,21_Q3
100882,2021,Q3,Interior,East Kootenay Regional Hospital,Other Joint Reconstruction,10,6,10.0,36.2,21_Q3
100883,2021,Q3,Interior,East Kootenay Regional Hospital,Other Orthopaedic Surgery,33,29,6.7,26.0,21_Q3
100884,2021,Q3,Interior,East Kootenay Regional Hospital,Other Urology Surgery,3,6,3.3,6.9,21_Q3
100885,2021,Q3,Interior,East Kootenay Regional Hospital,Parotidectomy,8,6,53.4,96.1,21_Q3
100886,2021,Q3,Interior,East Kootenay Regional Hospital,Shoulder Surgery,48,14,14.3,44.4,21_Q3
100887,2021,Q3,Interior,East Kootenay Regional Hospital,Sinus Surgery,6,7,20.9,37.2,21_Q3
100888,2021,Q3,Interior,East Kootenay Regional Hospital,Skin Tumour Removal,8,8,6.1,21.2,21_Q3
100889,2021,Q3,Interior,East Kootenay Regional Hospital,Spinal/Back Surgery,37,24,8.0,28.6,21_Q3
100890,2021,Q3,Interior,East Kootenay Regional Hospital,Tendon Surgery,3,7,13.0,34.5,21_Q3
